building_id,building_type,zone,year,month,total_kwh,total_carbon_tonnes,total_cost_usd,total_ll97_penalty_usd,violation_rate_pct,solar_pct,yoy_kwh_change_pct
1,GOVERNMENT,MANHATTAN,2023,12,317.57000000000005,0.07,57.44,0.0,0.0,0.0,-12.66
1,GOVERNMENT,MANHATTAN,2024,1,223.78999999999996,0.05,36.09,0.0,0.0,0.0,-33.69
1,GOVERNMENT,MANHATTAN,2024,2,352.60999999999996,0.08,64.22,0.0,0.0,0.0,12.86
1,GOVERNMENT,MANHATTAN,2024,3,265.55,0.06,43.17000000000001,0.0,0.0,0.0,-45.05
1,GOVERNMENT,MANHATTAN,2024,4,274.28,0.06,45.14999999999999,0.0,0.0,0.0,-0.84
1,GOVERNMENT,MANHATTAN,2024,5,241.64999999999998,0.06,43.17,0.0,0.0,0.0,-0.27
1,GOVERNMENT,MANHATTAN,2024,6,314.11,0.07,54.45,0.0,0.0,0.0,-52.98
1,GOVERNMENT,MANHATTAN,2024,7,307.74,0.07,49.75000000000001,0.0,0.0,0.0,-27.52
1,GOVERNMENT,MANHATTAN,2024,8,429.89,0.1,69.41000000000001,0.0,0.0,0.0,-22.12
1,GOVERNMENT,MANHATTAN,2024,9,204.15000000000003,0.05,35.190000000000005,0.0,0.0,0.0,-33.92
1,GOVERNMENT,MANHATTAN,2024,10,207.07,0.05,36.11,0.0,0.0,0.0,-13.32
1,GOVERNMENT,MANHATTAN,2024,11,413.02000000000004,0.1,73.33000000000001,0.0,0.0,0.0,47.53
1,GOVERNMENT,MANHATTAN,2024,12,319.64,0.07,52.599999999999994,0.0,0.0,0.0,0.65
2,GOVERNMENT,STATEN ISLAND,2022,1,622.99,0.15,104.24,0.0,0.0,11.1,
2,GOVERNMENT,STATEN ISLAND,2022,2,521.99,0.12,84.76,0.0,0.0,9.22,
2,GOVERNMENT,STATEN ISLAND,2022,3,777.11,0.18,132.52000000000004,0.0,0.0,12.78,
2,GOVERNMENT,STATEN ISLAND,2022,4,558.72,0.13,96.96,0.0,0.0,5.99,
2,GOVERNMENT,STATEN ISLAND,2022,5,393.54,0.09,65.94000000000001,0.0,0.0,10.23,
2,GOVERNMENT,STATEN ISLAND,2022,6,459.22,0.11,82.72999999999999,0.0,0.0,8.96,
2,GOVERNMENT,STATEN ISLAND,2022,7,594.06,0.14,97.47,0.0,0.0,10.1,
2,GOVERNMENT,STATEN ISLAND,2022,8,736.5,0.17,126.48000000000002,0.0,0.0,10.5,
2,GOVERNMENT,STATEN ISLAND,2022,9,575.2199999999999,0.13,106.3,0.0,0.0,10.29,
2,GOVERNMENT,STATEN ISLAND,2022,10,583.46,0.14,106.75999999999999,0.0,0.0,10.29,
2,GOVERNMENT,STATEN ISLAND,2022,11,865.8899999999999,0.2,137.77,0.0,0.0,8.82,
2,GOVERNMENT,STATEN ISLAND,2022,12,697.46,0.16,115.35,0.0,0.0,10.64,
2,GOVERNMENT,STATEN ISLAND,2023,1,566.9499999999999,0.13,91.83,0.0,0.0,9.03,-9.0
2,GOVERNMENT,STATEN ISLAND,2023,2,480.8,0.11,80.15,0.0,0.0,12.44,-7.89
2,GOVERNMENT,STATEN ISLAND,2023,3,839.7699999999999,0.2,139.26,0.0,0.0,10.18,8.06
2,GOVERNMENT,STATEN ISLAND,2023,4,485.2,0.11,83.80000000000001,0.0,0.0,8.45,-13.16
2,GOVERNMENT,STATEN ISLAND,2023,5,466.53999999999996,0.11,76.35000000000001,0.0,0.0,7.51,18.55
2,GOVERNMENT,STATEN ISLAND,2023,6,1170.0000000000002,0.27,199.94,0.0,0.0,12.71,154.78
2,GOVERNMENT,STATEN ISLAND,2023,7,750.3600000000002,0.17,119.07,0.0,0.0,11.01,26.31
2,GOVERNMENT,STATEN ISLAND,2023,8,920.1499999999999,0.21,168.29999999999998,0.0,0.0,9.98,24.94
2,GOVERNMENT,STATEN ISLAND,2023,9,508.29,0.12,90.32999999999998,0.0,0.0,6.92,-11.64
2,GOVERNMENT,STATEN ISLAND,2023,10,359.24,0.08,60.690000000000005,0.0,0.0,7.6,-38.43
2,GOVERNMENT,STATEN ISLAND,2023,11,516.55,0.12,88.86,0.0,0.0,10.7,-40.34
2,GOVERNMENT,STATEN ISLAND,2023,12,678.8799999999999,0.16,106.25,0.0,0.0,9.83,-2.66
2,GOVERNMENT,STATEN ISLAND,2024,1,613.37,0.14,110.98,0.0,0.0,9.57,8.19
2,GOVERNMENT,STATEN ISLAND,2024,2,617.1000000000001,0.14,105.65,0.0,0.0,12.31,28.35
2,GOVERNMENT,STATEN ISLAND,2024,3,467.2900000000001,0.11,91.87,0.0,0.0,8.51,-44.36
2,GOVERNMENT,STATEN ISLAND,2024,4,513.16,0.12,87.95,0.0,0.0,11.67,5.76
2,GOVERNMENT,STATEN ISLAND,2024,5,419.24,0.1,66.63000000000001,0.0,0.0,10.7,-10.14
2,GOVERNMENT,STATEN ISLAND,2024,6,639.11,0.15,103.55,0.0,0.0,8.17,-45.38
2,GOVERNMENT,STATEN ISLAND,2024,7,635.14,0.15,105.78,0.0,0.0,7.77,-15.36
2,GOVERNMENT,STATEN ISLAND,2024,8,707.46,0.16,114.15,0.0,0.0,7.52,-23.11
2,GOVERNMENT,STATEN ISLAND,2024,9,336.86,0.08,58.28,0.0,0.0,11.37,-33.73
2,GOVERNMENT,STATEN ISLAND,2024,10,549.7399999999999,0.13,98.75,0.0,0.0,8.51,53.03
2,GOVERNMENT,STATEN ISLAND,2024,11,559.6899999999999,0.13,95.89,0.0,0.0,10.43,8.35
2,GOVERNMENT,STATEN ISLAND,2024,12,495.3,0.12,88.61999999999999,0.0,0.0,7.62,-27.04
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,1,1272.5700000000006,0.3,230.01,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,2,1011.5600000000001,0.24,178.09,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,3,1547.9400000000003,0.36,258.04999999999995,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,4,1015.7499999999999,0.24,178.83,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,5,914.67,0.21,159.35,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,6,821.41,0.19,147.42000000000002,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,7,1267.1099999999997,0.3,200.43999999999997,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,8,1543.17,0.36,252.17,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,9,1109.83,0.26,191.12999999999997,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,10,1454.7999999999997,0.34,255.32999999999998,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,11,1649.7700000000002,0.38,294.63000000000005,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2022,12,1644.24,0.38,263.76,0.0,0.0,0.0,
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,1,1176.38,0.27,192.15,0.0,0.0,0.0,-7.56
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,2,974.7699999999999,0.23,163.67,0.0,0.0,0.0,-3.64
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,3,1521.54,0.35,267.38999999999993,0.0,0.0,0.0,-1.71
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,4,1045.05,0.24,194.70999999999995,0.0,0.0,0.0,2.88
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,5,831.9200000000001,0.19,144.92,0.0,0.0,0.0,-9.05
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,6,2408.93,0.56,377.84999999999997,0.0,0.0,0.0,193.27
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,7,1446.3700000000003,0.34,248.09,0.0,0.0,0.0,14.15
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,8,1444.3399999999997,0.34,257.17,0.0,0.0,0.0,-6.4
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,9,912.05,0.21,150.11,0.0,0.0,0.0,-17.82
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,10,769.03,0.18,133.19,0.0,0.0,0.0,-47.14
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,11,886.92,0.21,150.66,0.0,0.0,0.0,-46.24
3,COMMERCIAL OFFICE,STATEN ISLAND,2023,12,1434.32,0.33,250.17000000000004,0.0,0.0,0.0,-12.77
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,1,863.07,0.2,133.69,0.0,0.0,0.0,-26.63
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,2,1286.9199999999998,0.3,223.0,0.0,0.0,0.0,32.02
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,3,923.5600000000002,0.22,163.32,0.0,0.0,0.0,-39.3
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,4,827.12,0.19,135.29,0.0,0.0,0.0,-20.85
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,5,968.9299999999998,0.23,162.5,0.0,0.0,0.0,16.47
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,6,1159.7600000000002,0.27,190.68,0.0,0.0,0.0,-51.86
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,7,1282.4999999999998,0.3,227.87000000000003,0.0,0.0,0.0,-11.33
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,8,1510.1,0.35,262.40999999999997,0.0,0.0,0.0,4.55
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,9,814.8500000000001,0.19,139.41,0.0,0.0,0.0,-10.66
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,10,1151.9799999999998,0.27,214.77999999999997,0.0,0.0,0.0,49.8
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,11,1475.9799999999998,0.34,242.16000000000003,0.0,0.0,0.0,66.42
3,COMMERCIAL OFFICE,STATEN ISLAND,2024,12,1053.21,0.25,172.56,0.0,0.0,0.0,-26.57
4,MIXED-USE,QUEENS,2022,1,1148.23,0.27,208.39000000000001,0.0,0.0,10.59,
4,MIXED-USE,QUEENS,2022,2,768.8499999999999,0.18,133.89000000000001,0.0,0.0,11.42,
4,MIXED-USE,QUEENS,2022,3,1450.3199999999995,0.34,244.99999999999994,0.0,0.0,8.79,
4,MIXED-USE,QUEENS,2022,4,947.9999999999999,0.22,159.08999999999997,0.0,0.0,7.48,
4,MIXED-USE,QUEENS,2022,5,682.65,0.16,124.29,0.0,0.0,13.88,
4,MIXED-USE,QUEENS,2022,6,881.22,0.21,158.81,0.0,0.0,9.84,
4,MIXED-USE,QUEENS,2022,7,1121.15,0.26,180.62000000000003,0.0,0.0,8.84,
4,MIXED-USE,QUEENS,2022,8,1392.0600000000002,0.32,212.60000000000002,0.0,0.0,11.24,
4,MIXED-USE,QUEENS,2022,9,1028.74,0.24,187.17999999999998,0.0,0.0,8.48,
4,MIXED-USE,QUEENS,2022,10,1262.95,0.29,216.24,0.0,0.0,9.37,
4,MIXED-USE,QUEENS,2022,11,1202.5100000000002,0.28,211.84000000000003,0.0,0.0,9.43,
4,MIXED-USE,QUEENS,2022,12,1367.9199999999998,0.32,233.69,0.0,0.0,9.05,
4,MIXED-USE,QUEENS,2023,1,1082.4199999999998,0.25,168.20999999999998,0.0,0.0,9.71,-5.73
4,MIXED-USE,QUEENS,2023,2,719.6300000000001,0.17,119.19,0.0,0.0,12.06,-6.4
4,MIXED-USE,QUEENS,2023,3,1358.0,0.32,221.04,0.0,0.0,8.81,-6.37
4,MIXED-USE,QUEENS,2023,4,770.1400000000001,0.18,133.95999999999998,0.0,0.0,11.7,-18.76
4,MIXED-USE,QUEENS,2023,5,837.0799999999998,0.2,154.25,0.0,0.0,11.95,22.62
4,MIXED-USE,QUEENS,2023,6,1998.9899999999996,0.47,337.73999999999995,0.0,0.0,10.08,126.84
4,MIXED-USE,QUEENS,2023,7,1116.56,0.26,199.20000000000002,0.0,0.0,10.69,-0.41
4,MIXED-USE,QUEENS,2023,8,1474.05,0.34,265.32,0.0,0.0,12.2,5.89
4,MIXED-USE,QUEENS,2023,9,1049.75,0.24,187.70999999999998,0.0,0.0,9.73,2.04
4,MIXED-USE,QUEENS,2023,10,589.6800000000001,0.14,100.21999999999998,0.0,0.0,10.61,-53.31
4,MIXED-USE,QUEENS,2023,11,922.06,0.21,172.44,0.0,0.0,13.05,-23.32
4,MIXED-USE,QUEENS,2023,12,996.44,0.23,175.07000000000002,0.0,0.0,11.86,-27.16
4,MIXED-USE,QUEENS,2024,1,1102.23,0.26,186.06,0.0,0.0,11.09,1.83
4,MIXED-USE,QUEENS,2024,2,1144.9,0.27,197.49,0.0,0.0,8.62,59.1
4,MIXED-USE,QUEENS,2024,3,897.68,0.21,163.68,0.0,0.0,8.45,-33.9
4,MIXED-USE,QUEENS,2024,4,762.33,0.18,131.51,0.0,0.0,9.69,-1.01
4,MIXED-USE,QUEENS,2024,5,827.31,0.19,148.59000000000003,0.0,0.0,10.35,-1.17
4,MIXED-USE,QUEENS,2024,6,808.86,0.19,143.19,0.0,0.0,9.83,-59.54
4,MIXED-USE,QUEENS,2024,7,1080.58,0.25,182.54000000000002,0.0,0.0,11.84,-3.22
4,MIXED-USE,QUEENS,2024,8,1421.8999999999999,0.33,248.08999999999997,0.0,0.0,9.77,-3.54
4,MIXED-USE,QUEENS,2024,9,715.91,0.17,130.68,0.0,0.0,8.22,-31.8
4,MIXED-USE,QUEENS,2024,10,835.5299999999999,0.19,144.40999999999997,0.0,0.0,11.59,41.69
4,MIXED-USE,QUEENS,2024,11,1321.4100000000003,0.31,237.06000000000003,0.0,0.0,9.67,43.31
4,MIXED-USE,QUEENS,2024,12,987.05,0.23,171.05,0.0,0.0,8.13,-0.94
5,COMMERCIAL OFFICE,QUEENS,2022,1,907.3700000000001,0.21,157.97,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,2,799.1199999999999,0.19,128.87,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,3,1099.81,0.26,192.2,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,4,835.14,0.19,137.34,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,5,620.3,0.14,113.73,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,6,825.5600000000001,0.19,138.81000000000003,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,7,965.3900000000001,0.22,161.18,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,8,883.8600000000001,0.21,143.98,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,9,784.2800000000001,0.18,125.88,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,10,920.9,0.21,162.50000000000003,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,11,979.61,0.23,163.55000000000004,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2022,12,903.62,0.21,157.67000000000002,0.0,0.0,0.0,
5,COMMERCIAL OFFICE,QUEENS,2023,1,892.2,0.21,155.07000000000002,0.0,0.0,0.0,-1.67
5,COMMERCIAL OFFICE,QUEENS,2023,2,740.21,0.17,122.8,0.0,0.0,0.0,-7.37
5,COMMERCIAL OFFICE,QUEENS,2023,3,1033.93,0.24,171.72000000000003,0.0,0.0,0.0,-5.99
5,COMMERCIAL OFFICE,QUEENS,2023,4,705.77,0.16,129.19,0.0,0.0,0.0,-15.49
5,COMMERCIAL OFFICE,QUEENS,2023,5,648.05,0.15,114.28999999999999,0.0,0.0,0.0,4.47
5,COMMERCIAL OFFICE,QUEENS,2023,6,1401.3899999999999,0.33,236.20999999999998,0.0,0.0,0.0,69.75
5,COMMERCIAL OFFICE,QUEENS,2023,7,1004.27,0.23,163.69,0.0,0.0,0.0,4.03
5,COMMERCIAL OFFICE,QUEENS,2023,8,1210.71,0.28,196.28000000000003,0.0,0.0,0.0,36.98
5,COMMERCIAL OFFICE,QUEENS,2023,9,744.3299999999999,0.17,128.23999999999998,0.0,0.0,0.0,-5.09
5,COMMERCIAL OFFICE,QUEENS,2023,10,571.4300000000001,0.13,97.49000000000001,0.0,0.0,0.0,-37.95
5,COMMERCIAL OFFICE,QUEENS,2023,11,708.34,0.17,115.99000000000001,0.0,0.0,0.0,-27.69
5,COMMERCIAL OFFICE,QUEENS,2023,12,901.8299999999999,0.21,153.47,0.0,0.0,0.0,-0.2
5,COMMERCIAL OFFICE,QUEENS,2024,1,797.58,0.19,118.98,0.0,0.0,0.0,-10.61
5,COMMERCIAL OFFICE,QUEENS,2024,2,779.81,0.18,132.18999999999997,0.0,0.0,0.0,5.35
5,COMMERCIAL OFFICE,QUEENS,2024,3,520.9100000000001,0.12,85.82000000000001,0.0,0.0,0.0,-49.62
5,COMMERCIAL OFFICE,QUEENS,2024,4,721.42,0.17,134.54999999999998,0.0,0.0,0.0,2.22
5,COMMERCIAL OFFICE,QUEENS,2024,5,799.9799999999999,0.19,142.30999999999997,0.0,0.0,0.0,23.44
5,COMMERCIAL OFFICE,QUEENS,2024,6,752.0799999999999,0.18,132.79,0.0,0.0,0.0,-46.33
5,COMMERCIAL OFFICE,QUEENS,2024,7,793.59,0.18,139.35,0.0,0.0,0.0,-20.98
5,COMMERCIAL OFFICE,QUEENS,2024,8,981.79,0.23,165.49,0.0,0.0,0.0,-18.91
5,COMMERCIAL OFFICE,QUEENS,2024,9,570.5899999999999,0.13,106.1,0.0,0.0,0.0,-23.34
5,COMMERCIAL OFFICE,QUEENS,2024,10,763.4100000000001,0.18,129.70000000000002,0.0,0.0,0.0,33.6
5,COMMERCIAL OFFICE,QUEENS,2024,11,1114.35,0.26,168.88000000000002,0.0,0.0,0.0,57.32
5,COMMERCIAL OFFICE,QUEENS,2024,12,809.2700000000001,0.19,127.77,0.0,0.0,0.0,-10.26
6,RETAIL,MANHATTAN,2022,1,258.58,0.06,44.599999999999994,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,2,199.67999999999998,0.05,35.5,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,3,329.84999999999997,0.08,57.78999999999999,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,4,237.59000000000003,0.06,42.63,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,5,167.04999999999998,0.04,25.82,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,6,210.93000000000004,0.05,35.07,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,7,253.04,0.06,45.160000000000004,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,8,279.38000000000005,0.07,48.160000000000004,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,9,196.94000000000003,0.05,36.58,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,10,263.52000000000004,0.06,44.18,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,11,323.73999999999995,0.08,55.85,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2022,12,333.84,0.08,57.550000000000004,0.0,0.0,0.0,
6,RETAIL,MANHATTAN,2023,1,254.40999999999997,0.06,44.32,0.0,0.0,0.0,-1.61
6,RETAIL,MANHATTAN,2023,2,198.39000000000001,0.05,31.979999999999997,0.0,0.0,0.0,-0.65
6,RETAIL,MANHATTAN,2023,3,307.06000000000006,0.07,50.76,0.0,0.0,0.0,-6.91
6,RETAIL,MANHATTAN,2023,4,189.97999999999996,0.04,35.0,0.0,0.0,0.0,-20.04
6,RETAIL,MANHATTAN,2023,5,205.24,0.05,29.949999999999996,0.0,0.0,0.0,22.86
6,RETAIL,MANHATTAN,2023,6,504.9099999999999,0.12,89.43,0.0,0.0,0.0,139.37
6,RETAIL,MANHATTAN,2023,7,270.03,0.06,45.83,0.0,0.0,0.0,6.71
6,RETAIL,MANHATTAN,2023,8,354.99000000000007,0.08,58.759999999999984,0.0,0.0,0.0,27.06
6,RETAIL,MANHATTAN,2023,9,211.44,0.05,36.66,0.0,0.0,0.0,7.36
6,RETAIL,MANHATTAN,2023,10,164.97000000000003,0.04,25.969999999999995,0.0,0.0,0.0,-37.4
6,RETAIL,MANHATTAN,2023,11,217.94,0.05,37.91,0.0,0.0,0.0,-32.68
6,RETAIL,MANHATTAN,2023,12,248.72000000000008,0.06,45.0,0.0,0.0,0.0,-25.5
6,RETAIL,MANHATTAN,2024,1,225.60999999999999,0.05,39.34,0.0,0.0,0.0,-11.32
6,RETAIL,MANHATTAN,2024,2,274.59999999999997,0.06,45.69,0.0,0.0,0.0,38.41
6,RETAIL,MANHATTAN,2024,3,202.94000000000005,0.05,34.93000000000001,0.0,0.0,0.0,-33.91
6,RETAIL,MANHATTAN,2024,4,200.51999999999998,0.05,32.78,0.0,0.0,0.0,5.55
6,RETAIL,MANHATTAN,2024,5,216.72000000000003,0.05,37.75,0.0,0.0,0.0,5.59
6,RETAIL,MANHATTAN,2024,6,204.17000000000002,0.05,37.81,0.0,0.0,0.0,-59.56
6,RETAIL,MANHATTAN,2024,7,263.87,0.06,48.46,0.0,0.0,0.0,-2.28
6,RETAIL,MANHATTAN,2024,8,270.1,0.06,50.18,0.0,0.0,0.0,-23.91
6,RETAIL,MANHATTAN,2024,9,155.07,0.04,23.929999999999996,0.0,0.0,0.0,-26.66
6,RETAIL,MANHATTAN,2024,10,186.51,0.04,31.169999999999998,0.0,0.0,0.0,13.06
6,RETAIL,MANHATTAN,2024,11,302.5799999999999,0.07,49.77,0.0,0.0,0.0,38.84
6,RETAIL,MANHATTAN,2024,12,247.49,0.06,42.169999999999995,0.0,0.0,0.0,-0.49
7,RETAIL,STATEN ISLAND,2022,1,357.25,0.08,63.47,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,2,333.71000000000004,0.08,56.24,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,3,478.09,0.11,83.57,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,4,327.71,0.08,55.17,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,5,226.41,0.05,39.74999999999999,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,6,287.81,0.07,48.69,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,7,369.14,0.09,58.900000000000006,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,8,463.86,0.11,86.25,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,9,358.61,0.08,59.75,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,10,414.04,0.1,68.66000000000001,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,11,495.08000000000004,0.12,84.07999999999998,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2022,12,462.2,0.11,81.03000000000002,0.0,0.0,0.0,
7,RETAIL,STATEN ISLAND,2023,1,263.89,0.06,42.45,0.0,0.0,0.0,-26.13
7,RETAIL,STATEN ISLAND,2023,2,253.58000000000004,0.06,47.58,0.0,0.0,0.0,-24.01
7,RETAIL,STATEN ISLAND,2023,3,469.89000000000004,0.11,82.28999999999998,0.0,0.0,0.0,-1.72
7,RETAIL,STATEN ISLAND,2023,4,276.20000000000005,0.06,45.97,0.0,0.0,0.0,-15.72
7,RETAIL,STATEN ISLAND,2023,5,311.7,0.07,50.019999999999996,0.0,0.0,0.0,37.67
7,RETAIL,STATEN ISLAND,2023,6,620.5499999999998,0.14,109.40999999999998,0.0,0.0,0.0,115.61
7,RETAIL,STATEN ISLAND,2023,7,431.58000000000004,0.1,76.69000000000001,0.0,0.0,0.0,16.91
7,RETAIL,STATEN ISLAND,2023,8,568.31,0.13,89.94,0.0,0.0,0.0,22.52
7,RETAIL,STATEN ISLAND,2023,9,304.64000000000004,0.07,46.79,0.0,0.0,0.0,-15.05
7,RETAIL,STATEN ISLAND,2023,10,254.95000000000002,0.06,41.58999999999999,0.0,0.0,0.0,-38.42
7,RETAIL,STATEN ISLAND,2023,11,288.96,0.07,49.34,0.0,0.0,0.0,-41.63
7,RETAIL,STATEN ISLAND,2023,12,409.09999999999997,0.1,72.45,0.0,0.0,0.0,-11.49
7,RETAIL,STATEN ISLAND,2024,1,330.93,0.08,57.129999999999995,0.0,0.0,0.0,25.4
7,RETAIL,STATEN ISLAND,2024,2,333.44000000000005,0.08,56.99999999999999,0.0,0.0,0.0,31.49
7,RETAIL,STATEN ISLAND,2024,3,288.53999999999996,0.07,45.63000000000001,0.0,0.0,0.0,-38.59
7,RETAIL,STATEN ISLAND,2024,4,293.69000000000005,0.07,51.67,0.0,0.0,0.0,6.33
7,RETAIL,STATEN ISLAND,2024,5,291.19,0.07,52.370000000000005,0.0,0.0,0.0,-6.58
7,RETAIL,STATEN ISLAND,2024,6,357.19,0.08,63.76,0.0,0.0,0.0,-42.44
